"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","duration","hasCreatorHeart","hashtags/0","hashtags/1","hashtags/2","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@sonny9546","false",,,,,"UgzbDc8q-7V6ZsCvGuh4AaABAg","Pour 200€ elle vaut le coup mais 300€ c'est trop chère à mon avis, dommage qu'elle sature à plus de 80%, l'ancienne blast ne saturait pas, du moins pas de manière audible.",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","2",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@emedykawaya2432","false",,,,,"UgxgyzaH1RUV7XS32EN4AaABAg","Cette enceinte envoie de basse profonde et le prix est vraiment pas mal avec le code promo de l'amazon mais pour moi je choisirai le soundcore Boom2 plus car ça sonne plus HIFI et c'est ceque j'adore pour une enceinte.... Moi qui ne fais pas de fêtes donc le boom boom ne m'intéresse pas mais par contre un son de qualité.... Voilà pourquoi je vais choisir le soundcore boom2 plus...j'attends la comparaison impatiemment ce samedi mon glaude 👌😍",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago (edited)","3",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"2"
"@saga771","false",,,,,"Ugw4j6bZj2pkLPE-l6R4AaABAg","Salut , merci pour tes tests , dis moi , peux tu faire tes prochains tests en car audio stp ? J'aimerai bien en acheter une pour mettre dans ma voiture car mon système d'origine est nul , je pensais acheter la wking x20, ton avis stp , mer i pour tes prochains tests en voiture 😂",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","1",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@Dorian_Kong","false",,,,,"UgwPO0d-DqNjcE1fvf54AaABAg","Interessant pour le prix, ça me donnerais presque envie de craquer si j'avais pas déjà 50 enceintes... Est ce qu'en face de la Teufel motiv home elle se défend ?",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","4",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"2"
"@MILNO-b8b","false",,,,,"Ugy94jNe37FruBRI_ot4AaABAg","Tu pense que la soundcore boom 2 est mieux ?",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","3",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@nounours7373","false",,,,,"UgyoExfh3QrQVJSV0mx4AaABAg","Super vidéo, vraiment bien réalisée ! 👏 Tu gères, continue comme ça ! 👍 N'oubliez pas de vous abonner à sa chaîne pour encore plus de contenu génial, il mérite vraiment de se faire connaître ! 🎥✨",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","2 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"0"
"@Fened_","false",,,,,"UgywQqI9UJ97xMxRj6p4AaABAg","Elle est top pour ce prix là 🤩",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@buchholzpatrice6618","false",,,,,"Ugx7L5jBwRXyy3_Kzd94AaABAg","Salut le glaude c'est un beau gros suppositoire  pour camion🥰🥰",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","3",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@passionsmartphone8874","false",,,,,"UgwMWOYOBDe8SLE_g8V4AaABAg","Hellooo 👋 mais elle ne va jamais rentrer dans ma boîte aux lettres😜✌️😉👍",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","1",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@Louisleptitbelge","false",,,,,"Ugx1HOxB0Qsvr7IHVpN4AaABAg","Sympas cette enceinte mon glaude, merci pour ce teste. je pose mon like l'ami",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"2"
"@michaelparmentier4286","false",,,,,"Ugy0KjILxkBYcNmByJB4AaABAg","Excellent !!! Hâte de voir le match avec la Boom 2 Plus",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@yacgaming4845","false",,,,,"UgzYJh2LkGr8kEm5giV4AaABAg","super video mon ami merci pour le partage ^^",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@saga771","false",,,,,"UgwmTJ0l8ucvJVQjlpl4AaABAg","Merci de ton retour 
Je vais voir si je peux en trouver une pour tester ce que ça donne dans ma voiture",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","4",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@tankerlion727.","false",,,,,"Ugz5TeeiRk8qzvadF014AaABAg","quelle est le nom de la musique a 6:11 ? j'ai esseyer de rechercher selon le nom sur l'écran du tel puis shazam mais rien a faire introuvable shazam ne la connait pas et youtube ne ma rien trouvé liant quelconque musique!!!",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago (edited)","3",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@Neostouve67","false",,,,,"UgxWbbYzWZu4vmv1BIB4AaABAg","Pour une utilisation intérieur HI-FI , (pink floyd , dire straits) dans 25m² , tu irais sur la Jbl boombox 3 wifi , ou sur cette Stormbox Blast 2 ? sans prendre en compte le tarif.",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","2",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"2"
"@vinceleretrogameur6298","false",,,,,"Ugzr60VBiodavPN00g14AaABAg","Super matos ^^",,"76",,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@MathisCournet","false",,,,,"UgyDfHWu819MYNKl0hJ4AaABAg","Bonsoir j adore vos vidéos elles sont géniales. Pouvez vous me dire s il vous plaît le titre de la musique a 5'40 ? Merci beaucoup et continuez comme ça vous êtes géniaux 👌👍🏼",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","1 month ago","2",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"0"
"@StéphaneHoff-x8v","false",,,,,"UgxYmNPHFvUIqLin88d4AaABAg","Bonjour cool cette petite enceinte 
Que me conseillez vous pour écouter de la musique hardcore et uptempo je veux de la bass qui arrache dans un prix resonnable svp?
Merci d'avance je m'abonne direct",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","1",,,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","comment",,"WAvZGNzVjU8",,"1"
"@anthonyascione6719","false",,,,,"UgylwcEe-i4sgtwbWAJ4AaABAg","J'ai la soundcore, elle est vraiment monstrueuse pour le prix ! 🔥",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"9"
"@auchd2234","false",,,,,"UgyCyfG-2qwv5yw1uA54AaABAg","Pour la maison la soudcore sans hésiter. Parce que je suis du même avis en intérieur trop de basse c'est vite chiant. Et pour une soirée à ce prix autant partir sur une JBL encore.",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@Romano2994","false",,,,,"UgwjSh2T9ojP5QO_n-Z4AaABAg","merci pour tout, en te suivant j'ai pu m'offrir l'enceinte de mes rêves!!! sinon pour le grisaillements, ta technique ma servi une fois et plus rien! cool. et oui, j""ai osez mettre l'enceinte a jour et je ne suis pas déçu, perte de puissance très contenu  mais je trouve la qualité bien , je l' écoute pendent des heure sans fatigué, merci.",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"3"
"@passionsmartphone8874","false",,,,,"UgxppT5VX2WagvVDs5F4AaABAg","Hellooo 👋 Je pense que les composants ainsi que la qualité de fabrication restent meilleurs chez soundcore✌️😉👍",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"3"
"@cedflow","false",,,,,"UgzaaBXLio6fvfE0cKl4AaABAg","Pas mal tout ca, faudrait test aussi la w-king x20 dans le même registre !",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","3",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@SbM-LOZO","false",,,,,"Ugz34aSTrSmHmK5LWKV4AaABAg","Pour moi le meilleur est le motion plus petite et monstrueux",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@emedykawaya2432","false",,,,,"UgwHMzXngQmOqSPW4oh4AaABAg","Franchement pour cequi est de l'enceinte que j'achèterai entre les deux je choisirai de ma part la soundcore car j'aime écouter souvent la musique dans la maison et je n'aime pas beaucoup de basse que beaucoup parmi nous aiment, moi j'aime les enceintes qui ont un équilibre sonore qui est comme hifi.... Voilà pourquoi j'aime mon TEUFEL MOTIV HOME car elle sonne bien.... Je choisirai la soundcore.",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","2",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"0"
"@emmanuelmarie7348","false",,,,,"Ugxh8ahA-3Z5kLIKhGx4AaABAg","la soundcore c'est pas mal j'aime bien tribut c'est pour les soirées",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@martialnjiki6916","false",,,,,"UgzppJZb2rLSpuowygZ4AaABAg","tribit car j'aime les bass profondes",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago (edited)","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"0"
"@yacgaming4845","false",,,,,"Ugx-JRBoRIabFEuS_AJ4AaABAg","super video mon ami merci pour le partage ^^",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@Mohamedkrami","false",,,,,"UgylEIOVi6u4pZaIiAx4AaABAg","Même au milieu de nulle part il y a toujours un voisin mécontent 😁
♥️👍🇲🇦",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@thsmgp6044","false",,,,,"Ugx594bBGg-fkvT1MAF4AaABAg","Merci pour tes vidéos pleines d'informations et utiles, pas facile de se rendre compte de la puissance du son. Dans une vidéo comparative entre 2 enceintes JBL c'était cool de pouvoir se rendre compte du bruit en extérieur lorsque tu t'éloigne à l'autre bout de ton jardin. Bon certes ça fait chier les voisins mais ça permet réellement de se rendre compte pour nous. Ce serait cool que tu puisse refaire pareil avec plusieurs enceintes la soundcore boom 2 plus ça m'intéresserais vraiment. 
Ça peut-être une idée de concepts de video sur laquelle t'en test plusieurs à 50% de leurs capacité qu'on se rende compte de la puissance sans perdre de la qualités.",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","2 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@Fened_","false",,,,,"UgxCbByu2KDdPhj0Ekd4AaABAg","Incroyable !! super vidéo",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@TheFinansor","false",,,,,"UgzQDoIGkJ-S-_sPOMd4AaABAg","Soundcore Boom 2 Plus has brillant and clear sound and it is like a bass boss",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","2 weeks ago (edited)","0",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"0"
"@shadyfreedom9308","false",,,,,"Ugz9yr1IUeZWeCg5fZx4AaABAg","Je viens de recevoir la Soundcore, c'est vraiment une dinguerie pour le prix ! Dans la voiture, c'est incroyable ! Elle est légère, super belle (verte comme mon quad)😅 un super son 👍🏻 Application au top 👍🏻 Je l'ai également branché avec un câble jack sur la télé, et franchement au top 👌🏻 Pour 140€ elle est très polyvalente 👍🏻
PS: tes vidéos sont top 😁",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"2"
"@Thelichekinge212","false",,,,,"UgyAqGx1f0Ep6pQeBIp4AaABAg","Hello ! Pour une utilisation dans une maison (musiques et film) tu conseilles quel enceinte ? Il y’en a tellement sur le marché que c’est dur de choisir ! Elle doit savoir bouger d’une pièce à l’autre ^^",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","2 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@UY...Scuti117","false",,,,,"UgzTNZY0C7RTUHxkx9N4AaABAg","Bonjour lama, moi j'aimerais avoir ton avis ente ces 2enceintes la et la hyperboom de ultimate ears, laquelle choisir ?",,"81",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","2 months ago","2",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@dylangence2016","false",,,,,"UgxXLTreab-Acpu1QYJ4AaABAg","salut DirtyLama es que tu pourrai compare les jbl authentics avec la xtreme 4 par  exemple?et je kifff t vidéos continu comme sa",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@Jordan-cg2cu","false",,,,,"UgyKAIFMuzTcpsZvY794AaABAg","Yop, avec un EQ ya pas moyen de compenser le manque de basse en extérieur de la soundcore? tout en permettant de revenir sur qqch de plus chill pour la voiture? ou alors l'inverse avec la tribit baisser les basses pour se rapprocher d'un rendu de la soundcore pour la voiture?
Merci",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","1 month ago","1",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"0"
"@justppff2170","false",,,,,"UgzhECZCjjcLZ0C5uoJ4AaABAg","Tu penses essayer une sony ult tower 10 ou srs xv900?
PS:j'ai reçu ma jbl 710 c'est incroyable les basses de ouf.",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","2",,,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","comment",,"Ftgp2eOEbrw",,"1"
"@DirtyLama","true",,,,,"UgylwcEe-i4sgtwbWAJ4AaABAg.ACJ2tpzXercACLaeTNMyUG","C'est clair !",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0","UgylwcEe-i4sgtwbWAJ4AaABAg",,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","reply",,"Ftgp2eOEbrw",,"1"
"@DirtyLama","true",,,,,"UgyCyfG-2qwv5yw1uA54AaABAg.ACJPSD0_u55ACL_r31xumm","C’est vrais que pour les soirée la encore et un bon compromis par contre l’autonome et pas ouf",,"81",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Ftgp2eOEbrw","3 months ago","0","UgyCyfG-2qwv5yw1uA54AaABAg",,,,"Tribit StormBox Blast 2 vs Soundcore Motion Boom 2 Plus: Which One is Really Better?","reply",,"Ftgp2eOEbrw",,"1"
"@DirtyLama","true",,,,,"UgzxWFTUvaanHg8079h4AaABAg.ACEgxJ72fbOACGFFUnvbsk","Salut pour moi les deux plus réussi niveau esthétique. Son la w King et la soundcore car effectivement que ça soi la EarFun ou la tribit elles sont moche",,"76",,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/WAvZGNzVjU8?si=WmUbLcgbZkXPupXz","3 months ago","0","UgzxWFTUvaanHg8079h4AaABAg",,,,"TRIBIT StormBox Blast 2 The Speaker that Crushes the JBL Boombox 3 for Half the Price","reply",,"WAvZGNzVjU8",,"0"
"@Speakershocker","true",,,,,"Ugy5En0Zr4l-UllvYVh4AaABAg.ABk8GR0yn1kABpdMMEqacJ","Danke dir. Aber sonst macht das ja kein Sinn, wenn keiner weiß, was ich geändert habe. 😊",,"170",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=svzDCq7dBCw","3 months ago","0","Ugy5En0Zr4l-UllvYVh4AaABAg",,,,"TRIBIT StormBox Blast 2 Test vergleich Soundcheck. BOOMBOX Killer? Neue Tribit Blast 2 zu viel Bass?","reply",,"svzDCq7dBCw",,"3"
"@claramuller3","false",,,,,"Ugy5En0Zr4l-UllvYVh4AaABAg.ABk8GR0yn1kABpgK_RfbrK","@Speakershocker  
Schon, schon (sagte die Schoschonin*😉), aber andere Youtuber, die, wenn sie überhaubt eine Hörprobe bieten, blenden höchstens das Wort ""Equalizer"" ein und mehr nicht.😞 
Daher ein berechtigtes Lob für Idee und Ausführung an Dich!😊

* originale Schreibweise = Shoshonen",,"170",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=svzDCq7dBCw","3 months ago (edited)","0","Ugy5En0Zr4l-UllvYVh4AaABAg",,,,"TRIBIT StormBox Blast 2 Test vergleich Soundcheck. BOOMBOX Killer? Neue Tribit Blast 2 zu viel Bass?","reply",,"svzDCq7dBCw",,"3"
"@Speakershocker","true",,,,,"Ugy5En0Zr4l-UllvYVh4AaABAg.ABk8GR0yn1kABphdcUAnR5","@claramuller3 Ob die Indianer das auch schon sehen weiß ich nicht. Danke danke dir trotzdem. 👍🏻😊",,"170",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=svzDCq7dBCw","3 months ago","0","Ugy5En0Zr4l-UllvYVh4AaABAg",,,,"TRIBIT StormBox Blast 2 Test vergleich Soundcheck. BOOMBOX Killer? Neue Tribit Blast 2 zu viel Bass?","reply",,"svzDCq7dBCw",,"2"
"@DHRME","true",,,,,"Ugw0ELdze0QEQ2w8JzR4AaABAg.AAcmFJGfn_vAAcmXSmjc8n","Thank you. As for the clip style buds, let's just say we're not done with them yet! :)",,"65",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=CZVmBcaGX8Q","4 months ago","0","Ugw0ELdze0QEQ2w8JzR4AaABAg",,,,"15 hook-style open ear buds! Shokz, JBL, SoundCore, Nothing, beyerdynamic & many more.","reply",,"CZVmBcaGX8Q",,"6"
"@erkanvural3621","false",,,,,"Ugw0ELdze0QEQ2w8JzR4AaABAg.AAcmFJGfn_vAAcnDJvefxF"," @DHRME  ahh its good to know.. waiting to see the video about. them .)))",,"65",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=CZVmBcaGX8Q","4 months ago","0","Ugw0ELdze0QEQ2w8JzR4AaABAg",,,,"15 hook-style open ear buds! Shokz, JBL, SoundCore, Nothing, beyerdynamic & many more.","reply",,"CZVmBcaGX8Q",,"3"
"@DHRME","true",,,,,"Ugw0ELdze0QEQ2w8JzR4AaABAg.AAcmFJGfn_vAAcnN18aLto","Hopefully won't be long!",,"65",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=CZVmBcaGX8Q","4 months ago","0","Ugw0ELdze0QEQ2w8JzR4AaABAg",,,,"15 hook-style open ear buds! Shokz, JBL, SoundCore, Nothing, beyerdynamic & many more.","reply",,"CZVmBcaGX8Q",,"2"
"@smarthomesounds","true",,,,,"UgwTnSKOtpYWdNsiuet4AaABAg.ACEJxkZPsEeACkKyh2qcWj","We haven’t done a head to head against those specific models so can’t give feedback but for a small flat the TRIBIT will be more than enough for that space and for the money you are getting a lot compared to other speakers at this point.",,"8",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=DbQbE2sPxSY","2 months ago","0","UgwTnSKOtpYWdNsiuet4AaABAg",,,,"TRIBIT StormBox Blast 2 Review: The PERFECT Portable Party Speaker?","reply",,"DbQbE2sPxSY",,"0"
"@argentum3919","false",,,,,"UgwTnSKOtpYWdNsiuet4AaABAg.ACEJxkZPsEeACqIJbN2oFG","I haven't listened to the blast 2, but I have listened to the original blast and the Go play 3. 
The go play 3 has a more refined sound than the original stormbox blast and every reviewer has said that the original stormbox blast is more refined than the blast 2, that is muddy
The go play 3 is very bass heavy. For me it was a little bit recessed on the trebles. Apart from the latter point, the sound is exceptionally bassy and clear. My biggest gripe with it is it only has 7 hours of battery. 
The other aspect of the stormbox blast 2 that every reviewer agrees with is that it's a very good party speaker. The go play 3 with it's nicer sound and very powerful amp is not really a party speaker.",,"8",,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=DbQbE2sPxSY","2 months ago","0","UgwTnSKOtpYWdNsiuet4AaABAg",,,,"TRIBIT StormBox Blast 2 Review: The PERFECT Portable Party Speaker?","reply",,"DbQbE2sPxSY",,"0"
"@jairhumz4197","false",,,,,"UgyNy3d2OKSEOpCLOgR4AaABAg","Bon test merci et hop abonné 😉😉👍👍",,"14",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=bTj5_MyELwQ&t=323s","8 months ago","0",,,,,"⭐️ Tribit StormBox 2 ! Meilleure que la JBL Flip 6 ?","comment",,"bTj5_MyELwQ",,"0"
"@lucascam3743","false",,,,,"UgyOUUGIycOtOtR_lgt4AaABAg","Tu es le meilleur continue  comme ça j'adore tes vidéos",,"14",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=bTj5_MyELwQ&t=323s","8 months ago","0",,,,,"⭐️ Tribit StormBox 2 ! Meilleure que la JBL Flip 6 ?","comment",,"bTj5_MyELwQ",,"0"
"@emedykawaya2432","false",,,,,"UgxK0dOQAwjD1ZWHA0B4AaABAg","J'adore regarder tes vidéos et celles de dirtylama, grâce à vous j'ai des bons choix des enceintes... Vous êtes tous les deux des meilleurs... Je vous adore et gros coucou à dirtylama.",,"14",,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=bTj5_MyELwQ&t=323s","8 months ago","2",,,,,"⭐️ Tribit StormBox 2 ! Meilleure que la JBL Flip 6 ?","comment",,"bTj5_MyELwQ",,"0"
